Sequence_Index	Protein_Name_First	Sequence_Length	Sequence_Hash	Protein_Count	Duplicate_Proteins
1319	SO1372	85	6879F1B37B4623D6EDE7590A52830EA3E82F3AD3	1	
1320	SO1373	116	4820237DEF51B0287689E716F62C4F278A02C317	1	
1321	SO1374	171	16588A8F2DBFAF7F8CF677C1622D9BD4F965F89C	1	
1322	SO1375	497	6DEDA1BBB7C63BC9EA9051929C9E3336703A1FA3	1	
1323	SO1376	211	37D0EA4C76CE6E25C33A10C358E293BCBC5E8B29	1	
1324	SO1377	592	83BFF021B82C46A117E9C5B9801D6051C761D68F	1	
1325	SO1378	186	6A18773D986F4C3A69DFDD32C9D81A79E5C79352	1	
1326	SO1379	102	0661B027F0374467AA47E7C3CAD42BDBF2E6AFB3	1	
1327	SO1380	252	C6B08BB50A30F96C492DF860EBB3D88A01E808F8	1	
1328	SO1381	215	0FDC617DE5B1478B49250AFBA0324EFFCC727CE7	1	
1329	SO1382	308	372F4CA9013215C899AAF0F3A70C0161E4550AE7	1	
1330	SO1383	433	442C8210228419FE4DC54329B79BBCF8FB967638	1	
1331	SO1384	35	FC82F9DA8F3BF9A6F32C8C7606340E75A4625F53	1	
1332	SO1385	520	4DF826B15212DDC736B89A9A861F84FAD07DD602	1	
1333	SO1386	45	22097EF9E0816C54AD00AAFD7D3C471BBBAE20F1	1	
1334	SO1387	422	513F31EA18D72B00B0312ECF5C1EB6DE1C482799	1	
1335	SO1388	601	EC0A3F074081C26B1147F6B1126772371B12B5D3	1	
1336	SO1389	264	51CF8380403FE75BD08369FC1F277CBFD520421A	1	
1337	SO1390	156	155ECF7705E54208C91E58DB830DD2BB4DE00609	1	
1338	SO1391	443	B3008261BF409BF35D2E9B63DCB406ABDF1011CA	1	
1339	SO1392	159	EA570F0333AA9EE24B5697283E2C0DB9037AC384	1	
1340	SO1393	205	087BDEF8D97D2352C77D9A71D5D9D0547FD51E71	1	
1341	SO1395	116	3508FFB5DC98CFEBE83B51FF471B1C81831F999F	1	
1342	SO1396	399	16CC19F635B443DB4F95C09AE570F6E26608636D	1	
1343	SO1397	145	5CF4A4BB6EF3B86C856E6FE3761514A96537159E	1	
1344	SO1398	30	C3A959043D76D1BFCDC5431EE62CF7DE42860916	1	
1345	SO1399	109	895FA470AFBC79EE4E6CD17ED66A6303B77679C6	1	
1346	SO1400	292	E004D2A2C937AE56F868BA0EBC6BE2B6E08B8BAE	1	
1347	SO1401	524	38E89045C998999AEAC6F5603BE93FFABC2A99FA	1	
1348	SO1402	226	C2E2A60C446F2B72D6FF6BEC3FEB05FEBFA6A665	1	
1349	SO1403	424	B6CECC07969B13B9FA41F743472576461D63098B	1	
1350	SO1404	128	28642E1EDCC88AE612704D791803FC78A6845350	1	
1351	SO1405	379	A19929DCE88C039B0E90F1A15F6A6DBEB89D8FF7	1	
1352	SO1406	120	F1994C5DA4E33191AE4EDAD19F513AE004BD9A16	1	
1353	SO1407	102	53B52C4A550FBA4CA6E63E077C507A341021A112	1	
1354	SO1408	987	6458CE9F7D710CBF4AE9544B9F94DF93B38B85F4	1	
1355	SO1409	192	801181CC6996F5645F397D84C818A6BD1D99FC6A	1	
1356	SO1410	242	7AC960828B6B628E1B6C64F327DD2A8FD3E7770B	1	
1357	SO1411	360	0FD19612E299982A34D7B0421C919BB63F94C249	1	
1358	SO1412	377	5714B91172623D4446920745047A802655DEF658	1	
1359	SO1413	123	98109DE2D74D4B2E52EBF7DB4FCFFA35AE22481F	1	
1360	SO1414	506	302A79178A801B5E44E0B1CDC5764AC703F07267	1	
1361	SO1415	260	1C771E535F9ED86CB5B501E17D49BADEF35C011D	1	
1362	SO1416	199	109FBED17606E1B92D50B280C276391C604177BD	1	
1363	SO1417	601	796F65BB49DDB68DC61E14105C23AA876E295B08	1	
1364	SO1418	375	DF93E103B9C7120E03C4E35F05BADB4426917417	1	
1365	SO1419	450	455DD28A20F4A83F2C44D4E928D3F07411D0A52B	1	
1366	SO1420	345	6D7875C6662E5024DDE11CB4377A0616C98AE2B8	1	
1367	SO1421	589	E53E3005AA055DC05827E904DD27109836128DB2	1	
1368	SO1422	317	B37215902676FF1CDF3F946F24027F74F25E833B	1	
1369	SO1423	67	EE7E6FF67B6C35131242F285FF9A613440492992	1	
1370	SO1424	745	1E1E6DE6440C207F4BE01D1B4DEF46128D468FF8	1	
1371	SO1425	580	938BC23C749BDFEC21F9AC595542492BA80B217D	1	
1372	SO1425a	125	D94E36A8911099A5A264EF733394CD792B0BEC8D	1	
1373	SO1427	318	32A5987FB77B7629543EF5A141C102533DE144B3	1	
1374	SO1428	662	784BEFBB3983E67667993DF8BCE4E69B7D36F094	1	
1375	SO1429	836	54E92611D7827C8E503899A77D4A625AFD125BE0	1	
1376	SO1430	224	426930497293281126410EAF1D9CDA5292BF62AF	1	
1377	SO1431	221	A682842894CF2E0C20347BC7C6190524B44DA9BE	1	
1378	SO1432	155	85D13D8246DFBC8D9A25B3A60BC774EC87792505	1	
1379	SO1433	31	3C640B3D7B8AA6D6D51487D89802DD00440AB662	1	
1380	SO1434	543	33F077BA7FA072436CC903E45B8D60716484AACD	1	
1381	SO1435	262	C50FAA5807AF1739D43D244AE7A44C0AA154EBB0	1	
1382	SO1437	44	88866BDA62468573F77A4C66A4A8E61D992F9726	1	
1383	SO1439	147	4B41E3A17D59ACF98B959D2DB6662CA2BE596A0B	1	
1384	SO1440	252	D284B3E85BADC050E84A7FDA3EA7466A3B032489	1	
1385	SO1441	362	9DFF70EFF9A5B28FB61191D801D3DB7FDDE4A7B7	1	
1386	SO1442	489	67A4E676F1D370961953DBC0886500FA816ADB3A	1	
1387	SO1443	215	641F68DAEBF1FB1B7E836FDD88C07767D7BF0E89	1	
1388	SO1444	97	84B7604EA9E230109D71789C46B0252516DC8AE6	1	
1389	SO1445	102	5A5F46A7EE06D1784AB2FCA41EB2577EA3234E45	1	
1390	SO1446	31	26D46CF6148E66F60A4052E2368C7AD3A75BB7B1	1	
1391	SO1447	240	517295A5E812CA8DB6CB50019BD2A7B26EE0C61C	1	
1392	SO1448	188	5EF6C5D9A0A80A721465E197C4F96124AC9ACF49	1	
1393	SO1449	32	1239CDEE075733A452C91FF82393C54DD4370A2B	1	
1394	SO1450	135	60DFECE228D0AE9DBDEAA7E11D5C3C74D2C2840A	1	
1395	SO1451	137	BCFFC0996A9B6D5AEB9FBC1704B821DEC4246EDC	1	
1396	SO1452	70	65FDF8C4DEDFAFF7F5DC7DA6D987BB238483C521	1	
1397	SO1453	124	63C1C677A238C3C93D9D0F2A4D5C667945EC0416	1	
1398	SO1454	120	138AE129279B184E29EC0E8F67261E4909CB7C92	1	
1399	SO1455	157	6EB940B1BAFE463E1688A5F033519AA11C624F05	1	
1400	SO1457	684	3A16CC0D09A1985FF42E07C464BA1CEF4499135E	1	
1401	SO1458	431	90689A7073265AE2FF62128A70AF48E001CD0E43	1	
1402	SO1459	220	DECC5F68F82B73F98F4054F9E095CFD90CF25B92	1	
1403	SO1460	446	5918B753EA6A1017AA7EBBD825B577DAF5DF9C06	1	
1404	SO1461	1376	416A0D3B07935574FF3B5521B1C46912099EFB6C	1	
1405	SO1462	548	042F6822C7C0EA6B937163D6802338E5D1E3F5AF	1	
1406	SO1463	1506	14CB2142F7E5590ADACEBFCB8898D1C36B943E5B	1	
1407	SO1466	278	3AE5052F323A18BA5BDC65B7CDB0C5DA7BE0C0AB	1	
1408	SO1468	353	B99B9AE15D776C9CA58E1E07F611BC453A454A05	1	
1409	SO1469	84	097CA2BE691DDC8A8A605FD62E7BD75FC70C9AC2	1	
1410	SO1470	204	79EF379F15FD0257595811FEE5A272BF37F76E68	1	
1411	SO1471	415	D4673C58E32FB22344D14801600B1F6F1DCFE600	1	
1412	SO1472	52	BBCF1D375E2FA355611740E1C240B741B6B805C2	1	
1413	SO1473	163	B7889A5C2DA5F21FA40343B150C80CAD73D2290F	1	
1414	SO1474	145	39ED7E7CDEFF10B5402E55BB0D018575FCB493E1	1	
1415	SO1475	111	73E8FE18E4B0C50FA3811E2410B9ED9D87CA2D2B	1	
1416	SO1476	163	E3AF06A93702876EF48812AA0A00D65152EF3153	1	
1417	SO1477	44	07C2106876B1B626E9C4D346AB2ECE0341C8AECA	1	
1418	SO1478	257	5BEF90D641E964E804CA7117C190CCB77E9273BC	1	
1419	SO1479	71	40A10287B2DE0AD1037AD9B475ADE6080E9BFBC8	1	
1420	SO1480	596	66F59481897C49187BD32C97E145A6CC36F6F382	1	
1421	SO1481	589	97065C60E785AE80DFBA0CA4DBEE66556926CCFC	1	
1422	SO1482	815	00FC7A3DF46887F6DF5734D6E884C3E1CCF57A15	1	
1423	SO1483	549	1791B2D6A1DAA12A4EE3D1B4F7E55B9E814E9345	1	
1424	SO1484	440	860C4FEDCF8A06D8A44DD1BB18D85C76BDB3D07D	1	
1425	SO1485	80	F9F5904F22EA32A690183DD8291734D71D849983	1	
1426	SO1486	122	28C48598AB0CDF296717FEF3D1894D1A2A01ECAF	1	
1427	SO1487	70	3112701CDBFF9337A4BABF8031A3437698666AA6	1	
1428	SO1488	38	2894C72A098E07F0DE0FA452D06F307B039CD07A	1	
1429	SO1489	135	8C7B1865D0D0664855C7EFADE561A4169B132C7D	1	
1430	SO1490	382	F62D49974857360922E2B8F174320668AE0CD7A6	1	
1431	SO1491	48	4D3D286D3C45831BBEE0D5984F0A4BB5D90D2921	1	
1432	SO1492	210	19E5B033752D657EABDA5CB8A4318ADD16F8E445	1	
1433	SO1493	769	5D72747198BB097F2CE99A7359784C078798784B	1	
1434	SO1494	746	191D9C3CD8CFD617535203E35145D20206FE11B7	1	
1435	SO1495	750	49D01A823176D7362AC4CDBCD355B5D895E87B0F	1	
1436	SO1496	837	2F776E217870D0D20D636C71200B01A8331B9DE8	1	
1437	SO1497	33	D3E5655381879066B551B8C405AF8D4D44CE4225	1	
1438	SO1498	420	873DE1F1C4587DDA65E04CB48247A3DB996670B1	1	
1439	SO1499	534	A45D9931D7D1825DCF877E9C8EC8D853E7677710	1	
1440	SO1500	998	A5B76FEEAB8D26053CBEE4A67C76C27F186E8725	1	
1441	SO1501	456	2F8C45F97B63F4B8AFFB945B035B32C0491984FF	1	
1442	SO1502	365	3ECD220E81727EBA8D25E6E102BBF41222AF7AF7	1	
1443	SO1503	258	D052231FD07CB404F00B995F86FDDF406D5DBC8C	1	
1444	SO1504	197	A5B1F4478D513B3960AE4EB108E1C814EF9DFF63	1	
1445	SO1505	514	C8E85AE86119B71F20EBCE1EC67562B76C1D80A6	1	
1446	SO1506	448	F321201F8C2A4E8E666C9B81E25FE8441A8B7A7E	1	
1447	SO1507	503	186FBF980914048524860BC80E241CF5C52B04E1	1	
1448	SO1508	121	A44148481EB9198FA2C2946D69CE9D7AAA1123AF	1	
1449	SO1509	35	1563CE98BFC79F36D3D0949D5EBBE2FBCF10B865	1	
1450	SO1510	325	B4C46C1CB5F6F1002B1B344B1CF873A5B82393FA	1	
1451	SO1512	215	17478FE065A0BD66EC207EBCCDDDADF0365A4E6D	1	
1452	SO1513	154	18B814C218DF422C8FE0AC2221FFD39106857774	1	
1453	SO1516	55	E2D96F022DF929F7E07539527ACDFDEFAF628D0D	1	
1454	SO1517	57	BAA511117A037E208431A6AFB981121141218435	1	
1455	SO1518	189	C741B81E43935D6E70FABBE8FA9E4C6BBEDFD435	1	
1456	SO1519	464	D49DA531E17ACC7CDFF014E612D63CB5EC247703	1	
1457	SO1520	247	D84AAD3243EFC4AA8686B62531F928B505E8554E	1	
1458	SO1521	914	352EA972CF88B903267789F9811B7C5841BA6048	1	
1459	SO1522	547	AFDC6C498806D6D04E8DEB5DF44A502D56DB40B1	1	
1460	SO1523	309	465A57CA68E79201020B0651CB872DBF3A0ECA39	1	
1461	SO1524	206	769F00A80E1D2D3F7864765288E1E5DF40FC57BA	1	
1462	SO1525	622	8A11514E0293B38C7B7CF23A05284AE71826F23D	1	
1463	SO1526	293	884C6C763FB2171CB992BD7F1F30A26DADA1073D	1	
1464	SO1527	82	B89CA14B9F47C4C5E78E60F3FA493E2B7C86BEB7	1	
1465	SO1528	46	D0D36EA9C8120DA796AEF81D26C6E29069E69EA5	1	
1466	SO1529	255	3BA342C2849B1073ABB4243769BD13A30081DCC1	1	
1467	SO1530	308	2D7167D1EEDA474860792E7CA2CDD3701B6D71E7	1	
1468	SO1531	484	76D308E6770CCDC9DF67A53FD14371F4B2F081F5	1	
1469	SO1532	77	5540BC66E13318CBBD28E0F1799EDAC770C16E7E	1	
1470	SO1533	303	C946B6C236EA195DFE89306BB9250A63B452080F	1	
1471	SO1534	215	221B2E2601D523478A87927AE3D99A272A1B0B5A	1	
1472	SO1535	130	D39E7E9A7D9F28443415C5EFDC1B2BC87CF739F3	1	
1473	SO1536	361	91BAC3C6D9E1F9129C8B8A1AB080EDADA7FE035C	1	
1474	SO1537	46	E1B684D158C6B61126C8BD28D5B472AF28D3F0F8	1	
1475	SO1538	335	E432A707788456274181C6A214C04B388550F4C8	1	
1476	SO1539	529	C2ECEFE904AFF4B91CF2B88E9EF5B3D15B0891FE	1	
1477	SO1540	366	8A3FF5D8467C5F65B6C6F1C8F94C03B4D4DDE158	1	
1478	SO1542	43	2D5B408462AB4D6B4F7ECC28516FFE308778F157	2	SO3568
1479	SO1543	262	D045D0015808798D2326080947B54939ED52C904	1	
1480	SO1544	33	C3446DA95C4D7F269691B344E6B1D1DC4B73827B	1	
1481	SO1545	30	0BF0BA3DCC28693AC8ECB520C61C56A5DB732AF5	1	
1482	SO1546	326	9EE935FC7E8BA67CF26B632AB940CBF3958A5F7E	1	
1483	SO1547	325	21BC0284D0D1FE27405DA700D5DF79B0245F8F6A	1	
1484	SO1548	142	3C08F69B5FFDEA63418B2FB5E3F24CAF1DA09005	1	
1485	SO1549	236	177AE6A51652FE769C9DA913307587B001247345	1	
1486	SO1550	451	F43F48B6331D7C12DBF65BFB8577BC52A8E29743	1	
1487	SO1551	518	B0EF7025CEAEC981FF6E6084581BF5FEF7E56A0D	1	
1488	SO1552	720	3C3E1A516455BFCF53BC529A68D5DBA80277226D	1	
1489	SO1553	46	573C3EDB06E0384390E0DCF4FE52A2FF59D93961	1	
1490	SO1555	39	CCDC14F121FC913048C44F256B8F69A57327467F	1	
1491	SO1556	304	D084EE75B2B49ABBE5519CADF2ADA0CF64A73007	1	
1492	SO1557	321	7477071C3BB173D97934037049326B5AFE0B9090	1	
1493	SO1558	239	99B5F3138EFDC0712937E27D27E8DACB952D2215	1	
1494	SO1559	432	64C50653EDEA4A2E3AACE0BD50FEBE3787BECA11	1	
1495	SO1560	323	0A98A6B2F2B4FE919BCA499C321DA8C1E3B48626	1	
1496	SO1561	598	54BE20BC44E911071E42792D378154E54BA6A227	1	
1497	SO1563	162	4C1F8629DEE0318CC994FB486111AE5D4F6ECEB9	1	
1498	SO1564	31	B7EF52C73D2A41671AF618FB8831BA5281608CEC	1	
1499	SO1565	456	42CDB57F6AA6FB560C34C35AE37136763748A89F	1	
1500	SO1566	172	3F96A12F463385DC26F9124612E85EFCC2FAF356	1	
1501	SO1567	37	D2379FA5CBADBD15FD362A08309B25D623A1B45F	1	
1502	SO1568	179	CC0B55F757CA6C60301B8E18E4C06D9D209103FB	1	
1503	SO1569	283	1B3C6A8C42D43FB9AF3D5DF737383949BC22714A	1	
1504	SO1570	555	98E9D0B69F5FB1BBACDBD860C8E7BBF5459FC287	1	
1505	SO1571	1041	F02BB74F6B9C8985B285C6C8DC25F6897F88BA56	1	
1506	SO1572	54	84361BB3EE9549BB79CD7B71A96EB8CE28BECB48	1	
1507	SO1573	38	E4FBC7E9D2382FE3331807E361522A19DD64E45A	1	
1508	SO1574	54	09947F4D6F0C029DC380F2F1023EE0A66EA178FA	1	
1509	SO1575	486	1A3067C52CBCDA46F75958565E0983925D4E4C22	1	
1510	SO1576	222	DBDE45FB300AF2140190AF1CB14CC608A48F566B	1	
1511	SO1577	208	602CD97D6F8745624FCDA87E5130DBB6DBE96411	1	
1512	SO1578	203	F0E7D629014E4096F554C6DCEA0FE090DB9EE98A	1	
1513	SO1579	235	D0766BF21B4A74773CB3029BE02559481073F8D6	1	
1514	SO1580	737	9536220E08495A1F0EC0BFC768D50D7ABD928511	1	
1515	SO1581	187	ECB5763B9514843875D7F13FD62CE28E3BA8A4C0	1	
1516	SO1582	179	7D8F20171FA2DA5A0BD4F3FA04814760D90F33CB	1	
1517	SO1583	337	B31C2A828B582D2924275FE1D3639D2F86215ACF	1	
1518	SO1584	31	4D705AC4C314A8E487A64762D551680C52632CBB	1	
1519	SO1585	208	4D36C196B61AD0B9F4F396FCDA433478B62EAC2A	1	
1520	SO1586	200	C9EE6A6303F2A7421E208522EBE662D8655C0FAF	1	
1521	SO1587	168	E34343AA0D3D5CE1525177162612357649758D1B	1	
1522	SO1588	92	7B3ABF4A693045A8197891CD46F788F3D86E9F72	1	
1523	SO1589	267	72062C6AF8CBD593547149BD9C047C83EF03F048	1	
1524	SO1590	140	0A6AAB71CE1A6E4CD6524EFD3471AD29A988300F	1	
1525	SO1591	50	055AC761B40F021E8A169072C8EF799FA241DDF9	1	
1526	SO1592	187	77E791B0AFB1D474DA4D3CB543A8309E90DA2A10	1	
1527	SO1593	34	90C439CC0E0BAF7B4663C9C900C2427750AEFB2F	1	
1528	SO1594	36	3FF5FB031C4CA7FE7B0DE8C7028C55C01DE9C8A3	1	
1529	SO1595	300	788FEFC019BBB42E6926AF7175AA79CE0FD1882B	1	
1530	SO1596	30	91E49D4B02BBAD30857CDD913A01E209F82BBB5D	1	
1531	SO1597	547	CF7E594389CE2C83253D19E5A9D07DD9CAC5FFE2	1	
1532	SO1598	40	627CDC867667335029FE6DC20E6A48961DFDFC1C	1	
1533	SO1599	1963	581F8D181352969DC67B382C1E118C9D0AE2999D	1	
1534	SO1600	752	593FDFEB41BA5E673BAD9753FB843E8DEC310962	1	
1535	SO1601	35	E526F6A02F85F6D9F180B84704D62556CCC7A74F	1	
1536	SO1602	2531	BE7B3DD155367B0F9D389110F9DA599E59C7247F	1	
1537	SO1603	302	8E5AD6285A47813BA2CA2E651D4917779285C366	1	
1538	SO1604	318	2F76A000EA63B29B07B478DFDC3E77D93A0FA645	1	
1539	SO1605	191	142161FFD70B170A52D417CFC4D13C6CBCB7F0FF	1	
1540	SO1606	663	28678540DFBECCB6EE96D919E5D68D320888B053	1	
1541	SO1607	314	17E20D9BE53CEA7053C25E8AC8456B381A8A42B8	1	
1542	SO1608	297	6F108D618AE70D744451D0365661922291E42B71	1	
1543	SO1609	216	7508E2580A111E2FD2B20605E7C4B21BFB1D7A46	1	
1544	SO1610	257	4963BDF5A009E8ACFD4DF53EAE3A54220A54971F	1	
1545	SO1611	127	C6784D393D71F9549A56C8EB5566883C15CBA7C4	1	
1546	SO1612	132	0802C41AA15E72D09BC021B385B8B8260909595C	1	
1547	SO1613	99	ACE930F372E7A893EA1ADBFFF33C604A31AECA46	1	
1548	SO1614	212	6CD79357454262C9CE85BEDF5A1C21A9E104ADF9	1	
1549	SO1615	101	2730373B214F495598F8B3258335ACDB07290418	1	
1550	SO1617	128	B8A1AA137F07300E047285B85C9CC9FF4853255E	1	
1551	SO1618	337	6A53DD8B763F646A8B2B350E6E305CDE250E6A2F	1	
1552	SO1619	107	48E2CCAE4FC32F5E5F9A2A6126150C3FD4A30B29	1	
1553	SO1620	278	9137A339DBD8E3CBC71CEFF1D35DA6B046341C4F	1	
1554	SO1621	55	32F62EDB6449A81611542A062F67BF69EDBA6223	1	
1555	SO1622	154	78A60D22DA6EBBCDF3E78CDE60791B3A2EC7819F	1	
1556	SO1623	499	1DB0B435D81F5CD3D12F421B8A5A6D59489799DA	1	
1557	SO1624	271	3D55174DBE3D4518ED381C5FA1EF6CDF538F22B7	1	
1558	SO1625	274	C9A43E5D39CDB36A20A0619BB6887B6425AF0EEE	1	
1559	SO1626	861	AD720B85F689A8B0949EBD7F87DDA8AD021E4F07	1	
1560	SO1627	265	30FCC3CDD312B014AF2A55C2FDBC003E6C4E5D32	1	
1561	SO1628	48	81340879AB5E831B8172D3C0F126E9A25D8EF58B	1	
1562	SO1629	242	B5CD63D283F35E2A08CCF6BAC8C3230527D2140B	1	
1563	SO1630	283	B3A9F37E1D42EA3D80224FB158E043C35AC42566	1	
1564	SO1631	242	40CA83BC4B92A4AF2D7863B72DFB0BDF26DA30D9	1	
1565	SO1632	185	903D6BFCE221143E8C86832F93E9412B1775A101	1	
1566	SO1633	275	E0E118281244D36807810AA66D6B110E5623E56B	1	
1567	SO1634	254	8C85D830C8A704A0ABBCC1A51F85BAA06A766055	1	
1568	SO1635	396	114F5BB19B824E5CCCED11221AE6286ECD8E98FA	1	
1569	SO1636	456	D976058916D54D81AF3CFE8D64352C4DBEC9B06A	1	
1570	SO1637	826	AC6544E0129967DE801B5B7EEFC259A065ABD1DB	1	
1571	SO1638	168	AC086013D5244B13EF739D1A88A4D0248E91611B	1	
1572	SO1639	341	CA8E31733CAA120C2AEB5CAED28E0E9626A2A07E	1	
1573	SO1640	154	EBFCD874A826981DA27BB632E2E1D8A2B4E1251B	1	
1574	SO1641	256	668E5D71DA1FB945E261C22193FF3EE101C976D2	1	
1575	SO1642	385	B15BDE4E90DCCBEA7194814DB10CEC136EA9CDF3	1	
1576	SO1643	209	63910C51D7D2A488841FFC4DCBD0332CC0292674	1	
1577	SO1644	1158	86869A7D1CACA21E9DFDB54CAC248992E5660C12	1	
1578	SO1645	464	93297EA109E2A011FEE26CFD5EF79A7097183051	1	
1579	SO1646	296	E336A354B108E9421C93DB7A45CD3B1FB384269C	1	
1580	SO1647	648	769E70D96BA15A96ACF331C4AD5438D58FB0A653	1	
1581	SO1648	81	30C2101EBC768564BC1D8A044000AB34131AC319	1	
1582	SO1649	352	27B585ECD7853F8F880FAAEE3577352DC97D370C	1	
1583	SO1650	227	2C3E8A965EA67691E852AD95E2629164085D9F8E	1	
1584	SO1651	1070	E7203741A97733963CC41995CF70E8AA26D08C02	1	
1585	SO1652	252	789C4363DAFE64E90CE3835B821801179EFEF858	1	
1586	SO1653	328	069D60BB529CACC2AAEDC3970308F8D904D03329	1	
1587	SO1654	117	A8BBEA3BAAA788DF6747B8F87E120FFDDBD5331D	1	
1588	SO1655	253	ED6841D933C2149AA0B35585DB206A9963ACC8DD	1	
1589	SO1656	306	1645A4DB6A66EE30C0D2BFB8B39171984CD3D867	1	
1590	SO1657	244	9D6ADB78B54B0B475A2BD1940E3A7C1599B1DF7C	1	
1591	SO1658	243	42FD3B80A866214B45DB0B51C8294CA74D7611C8	1	
1592	SO1659	758	5E27DE392AE38EBA61F9238ECF4BE808DD4C0210	1	
1593	SO1660	31	AC4B07CB89E5D2BAB3A2556E0E1A5780E6B60217	1	
1594	SO1661	328	DF7590E70B7651AB4FD8A130E51F5A76694D92D9	1	
1595	SO1662	135	4FB601842DE46D1E07BF9B32000FDC8AE31884CD	1	
1596	SO1663	161	1E1C89CDB6912A57613AA072F77417AF66C43E59	1	
1597	SO1664	337	ABB8F84836591E43857DDC9B96CB8193391FD7C8	1	
1598	SO1665	302	C37BEE36894377E6335EEEB457B59A6DFDEE59FB	1	
1599	SO1666	271	C63DC1D83C678CE5055A41BE3E7591DB7B812DC9	1	
1600	SO1667	112	470630F7ED2BCB63FA4C74A8A27BCB156A666E9F	1	
1601	SO1668	32	6B32571ED93A5061C1702F02D34F3F1CA91B00FF	1	
1602	SO1669	512	E1835E7E292C8700D4B53CE4F10A82FD59659431	1	
1603	SO1670	328	3A6E26BF995B80473A15A3BE4A8B8E787296EAC2	1	
1604	SO1671	216	7A279E1D84B672F94FAD65914456D25996C64E3B	1	
1605	SO1672	195	8220F8AAF4A7AA88AFD78C9164489A8822EF4A0E	1	
1606	SO1673	214	F1BA9B0951B627A6AA456AFFEF80B5EDB8DB5286	1	
1607	SO1674	247	7E199EFC3BB6265CBEB011AEB0904F6B6B0DA749	1	
1608	SO1675	125	58526B9E712A200E41A669111CAD379CF57B23CB	1	
1609	SO1676	313	7E6CA64D7F9F8A58B4366C79C1260098618AB2E7	1	
1610	SO1677	396	D6AD3736D83CFBD97E4C175C5EA985492FFFEF0C	1	
1611	SO1678	499	E4EEF19DAC1E703F8B1EBAB9D1CCC6A8AC2A0B08	1	
1612	SO1679	385	A6C0155D308DE62F862324D72F27F42CF05BF4D4	1	
1613	SO1680	257	98D692519E39F2DCBAFEDF4F3090CC2F94254068	1	
1614	SO1681	383	EBD08815F9BC58E8361F1033353BFAE6C5A261C4	1	
1615	SO1682	300	0951380CAD0063937D07AECBFDDE99E76731689C	1	
1616	SO1683	252	7F5D570965C6C379127E0FCCB849E20B5AA504F1	1	
1617	SO1684	35	238578861AFA255BBB6416170B63138A74E403B9	1	
1618	SO1685	83	C30E877AEBF8135F421F8E02FB4B15C3497169FE	1	
1619	SO1686	678	791AAF491BF207B8E1500FF98E54D2F83DE3AB1E	1	
1620	SO1687	129	9532695C6813911CE222FF64CF0D4DD73D3F3708	1	
1621	SO1689	753	26AFC85AED7BFA4EA57D3CE8D80948B0EE2962A2	1	
1622	SO1690	530	32F193B11368873DE10B5BC211FEFD208232E18E	1	
1623	SO1691	177	CA6E83214715C3AD498EDC47CDCA4EB8F20E7530	1	
1624	SO1692	301	85FBD71A553AC723DFEC10A728C30BBEBF5F641B	1	
1625	SO1693	40	4D1E8F46F0E4DE34F2317D131706D15810D5C492	1	
1626	SO1694	894	243FA0E01647DB2F0E332099E4409844347C4BA4	1	
1627	SO1695	318	1976C8269EB3CE878B7D4E184EE9C883CF9B70AD	1	
1628	SO1696	33	05303FF585AE09DC2DE841D15DABBE31D0C9A1DE	1	
1629	SO1697	349	D9A2CCA1E6351E025FA4C2A0044871BD37F09079	1	
1630	SO1698	125	CFA765193B58149EC1283101EE674AF47B1F9A43	1	
1631	SO1699	1075	29BCDAB8FFAC332D35586BE797E913611BAEE093	1	
1632	SO1700	443	BBC34F3A4348D699D8B44D898C6BFC449E994C8D	1	
1633	SO1701	285	6B03961246D3FD579385FF012AC9094BDC042966	1	
1634	SO1702	122	948E8D52C0FE7144EB0652BF30AC79CA35E2DBEE	1	
1635	SO1703	106	42F3242C4EA9B372A0F282F5508E44FA0F6BDF45	1	
1636	SO1704	56	B4EE8D8723C1AA0C787A193232F72C8C73C87318	1	
1637	SO1705	308	2956D69DD08BAD29DAE2DB66D242FE045AAA1558	1	
1638	SO1706	324	6D84FCD7E0953EEC1629BE5F1A5A8AA8E9A760E7	1	
1639	SO1707	373	6745EC6034018A2397D9A13305E81D84741B930C	1	
1640	SO1708	428	AB9A3E2801776C57DBE50AC079A3917D38742C8F	1	
1641	SO1709	35	07D07680A3CAFDDDB97D901327675534B696679A	1	
1642	SO1710	115	E52653A83F14278FB80D3B0635DB452BC3FEAD60	1	
1643	SO1711	175	4BAB0E577AB341CD32BCD6D7BE5F4D6A9D91D577	1	
1644	SO1712	507	572344C2D79359493C16BD56B96563CB4650975A	1	
1645	SO1713	333	DCA8D65100F82A1A855AC78D7CAA22CF4717DCC2	1	
1646	SO1714	32	D9FB09B82BA68B63A13791AA4211CD05DCE33636	1	
1647	SO1715	183	93E5F170D440BDE910ABCAF9DB10B09A2CFB4F5B	1	
1648	SO1716	197	C6C3FE667B279D07DD4AFCEF193CCEC32FB13AD2	1	
1649	SO1717	201	FE4EDB78531BB076EC0822CA7C1FEBD47975D98C	1	
1650	SO1718	274	CB900721ABD4BC318632B15459B1244EFADE959D	1	
1651	SO1720	217	352210F0A9317184FCCE97303AFCC7C495D0CB9D	1	
1652	SO1721	39	244A93AE14664BBBED1291B84B0AE1ADF2C95E83	1	
1653	SO1722	166	944A361A2397F90EB86E9E876D226B5BFC5269D0	1	
1654	SO1723	738	6E8A4C78DBEC329B8B548F63300915E34A11A83A	1	
